ORIG_PARCEL_ID,YrBuilt_wt,YrBuilt_main,EffYr_wt,EffYr_main,BldgGrossSqFt,BldgNetSqFt,name,address,SITUS_ZIP_NR,SITUS_ADDRESS,OBJECTID,FIPS_NR,COUNTY_NM,PARCEL_ID_NR,SUB_ADDRESS,SITUS_CITY_NM,LANDUSE_CD,VALUE_LAND,VALUE_BLDG,DATA_LINK,FILE_DATE,GlobalID,Shape__Area,Shape__Length,name_orig,school,established,neighborhood,nickname,spring_2023_enrollment
3812400550,2004,2004,2004,2004,67592,67592,martin luther king jr,"6725 45th Ave. S
Seattle, WA 98118",98118,6725 45TH AVE S,1038133,033,King,033-3812400550,KELSEYS BRIGHTON BEACH ACRE TRS LESS ST,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=3812400550,1/20/2023 8:00:00 AM,767a79e5-b6a6-481b-9bfc-49dbf1a844b1,34150.5378417969,824.332222433768,"Martin Luther King, Jr. Elementary",Martin Luther King Jr.,1904,Brighton,NA,286
3869400560,1983,1971,1993,1985,48407,48407,maple,"4925 Corson Ave. S
Seattle, WA 98108",98108,4925 CORSON AVE S,1032271,033,King,033-3869400560,KING COUNTY 2ND ADD  BLKS 5 THRU 7 L*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=3869400560,1/20/2023 8:00:00 AM,f42204bf-4a34-4c64-9df9-b9ec271eb36f,279457.270202637,2367.57596330584,Maple Elementary,Maple,1865,Beacon Hill,Monarchs,436
4206901020,1913,1918,1990,1990,56382,56382,john stanford international,"4057 5th Ave. NE
Seattle, WA 98105",98105,4057 5TH AVE NE,1000449,033,King,033-4206901020,LATONA ADD,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=4206901020,1/20/2023 8:00:00 AM,3d5bf18a-c7e9-447e-89bb-88dd6d373371,96232.5556640625,1361.54501019649,John Stanford International Elementary,John Stanford Int'l,1891,Wallingford,NA,429
4240400005,1999,1999,2005,2005,66000,66000,whittier,"1320 NW 75th St.
Seattle, WA 98117",98117,7501 13TH AVE NW,996914,033,King,033-4240400005,LEARY ACRE TRACTS TRACTS 1 & 2 PLAT OF LEARY ACRE*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=4240400005,1/20/2023 8:00:00 AM,fbd9f252-8f81-421e-81ca-8cca1090490e,115892.06262207,1404.26216262303,Whittier Elementary,Whittier,1908,Ballard,Wildcats,364
4315700020,1910,1910,1991,1991,53189,53189,gatewood,"4320 SW Myrtle St.
Seattle, WA 98136",98136,4320 SW MYRTLE ST,993858,033,King,033-4315700020,LINCOLN BEACH ADD   W 90 FT OF LOT *,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=4315700020,1/20/2023 8:00:00 AM,becfb936-bf9b-4696-964c-6432ad1e6bd3,159780.496520996,1742.7687200984,Gatewood Elementary,Gatewood,1910,Gatewood,Gators,366
4443801580,1998,2017,2019,2019,140613,140613,loyal heights,"7735 25th Ave. NW
Seattle, WA 98117",98117,7735 25TH AVE NW,987107,033,King,033-4443801580,LOYAL HEIGHTS DIV # 6  & VAC ALLEY,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=4443801580,1/20/2023 8:00:00 AM,d3495162-2a21-4c72-8e77-79ff6301644f,124104.427124023,1624.51265771127,Loyal Heights Elementary,Loyal Heights,1919,Ballard,Beavers,499
5100404840,1989,1989,1989,1989,56614,56614,olympic view,"504 NE 95th St.
Seattle, WA 98115",98115,504 NE 95TH ST,980092,033,King,033-5100404840,MAPLE LEAF TO GREEN LAKE CIRCLE VAC TGW POR VAC*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=5100404840,1/20/2023 8:00:00 AM,ac70dbd8-057a-44ab-b4bc-f9496c6a608e,187217.7890625,1852.45008338737,Olympic View Elementary,Olympic View,1903,Maple Leaf,Eagles,365
5318100820,1917,1900,1998,1995,40653,40653,mcgilvra,"1617 38th Ave. E
Seattle, WA 98112",98112,1617 38TH AVE E,967856,033,King,033-5318100820,MC GILVRAS J J 3RD ADD REPLAT & VAC ALLEY ADJ*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=5318100820,1/20/2023 8:00:00 AM,0201a789-e476-4136-98d5-188233949468,108186.547485352,1321.25246964106,McGilvra Elementary,McGilvra,1899,Madison Park,Wildcats,222
5364200330,1942,1941,1974,1975,45398,45398,laurelhurst,"4530 46th Ave. NE
Seattle, WA 98105",98105,4530 46TH AVE NE,966637,033,King,033-5364200330,MC LAUGHLINS LAWN ACRES  LESS ST,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=5364200330,1/20/2023 8:00:00 AM,96262cff-3b84-4fb5-b2a0-446b9b0ab2ee,118316.438598633,1595.35999588956,Laurelhurst Elementary,Laurelhurst,1928,Laurelhurst,Bears,280
6318000005,1962,1962,1970,1970,39199,39199,alki,"5000 SW Spokane St
Seattle, WA 98116",98116,5000 SW SPOKANE ST,928296,033,King,033-6318000005,O BRYANS SOUND VIEW ADD TO W S TGW VAC STS ADJ & *,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=6318000005,1/20/2023 8:00:00 AM,c5765c6e-89e9-450e-808f-d64f8491624c,193158.516540527,1833.77475008433,Alki Elementary,Alki,1913,Alki,Seagulls,298
6392002430,1999,2016,2001,2016,135047,135047,decatur,"7711 43rd Ave. NE
Seattle, WA 98115",98115,7711 43RD AVE NE,924355,033,King,033-6392002430,"ONEIDA GARDENS ADD REPLAT  POR OF BLKS 51,*",SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=6392002430,1/20/2023 8:00:00 AM,c51b7251-60ef-41ed-8271-a11252b7787a,95668.6221923828,1354.43401724607,Decatur Elementary,Decatur,2017,Wedgwood,Gators,208
6411600312,2023,2023,2023,2023,102836,102836,james baldwin,"11725 1st Ave. NE
Seattle, WA 98125",98125,11725 1ST AVE NE,923359,033,King,033-6411600312,ORR H E PARK ADD   N 123.25 FT M/L*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=6411600312,1/20/2023 8:00:00 AM,904271f7-0ecd-4494-8c63-594286b63ea5,216124.467529297,2397.43480315612,James Baldwin Elementary,James Baldwin,1956,Northgate,Eagles,213
6658000060,1983,1989,1995,1995,55100,55100,adams,"6110 28th Ave. NW
Seattle, WA 98107",98107,6110 28TH AVE NW,915793,033,King,033-6658000060,PARKERS ADD   TGW POR VAC ALL*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=6658000060,1/20/2023 8:00:00 AM,887eb4c7-f0dc-4646-b127-1954d0989a0a,151773.414123535,1752.55797753076,Adams Elementary,Adams,1889,Ballard,Eagles,319
6852700355,1945,1960,1980,1980,70627,70627,lowell,"1058 E Mercer St.
Seattle, WA 98102",98102,1058 E MERCER ST,904015,033,King,033-6852700355,PONTIUS LINCOLN SUPL PLAT,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=6852700355,1/20/2023 8:00:00 AM,954659c7-6941-4cdb-b1b1-2b7d6f47c5ed,52287.8659667969,922.811897604273,Lowell Elementary,Lowell,1890,Capitol Hill,Dragons,385
7129302300,1909,1909,2000,2000,70640,70640,emerson,"9709 60th Ave. S
Seattle, WA 98118",98118,9709 60TH AVE S,897866,033,King,033-7129302300,RAINIER BEACH ADD   LOTS 1 THRU 6 T*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7129302300,1/20/2023 8:00:00 AM,13b8b097-86a4-4a6b-8c34-92ecb9bf756f,79897.1040649414,1164.02469140614,Emerson Elementary,Emerson,1909,Rainier Beach,Eagles,329
7152200350,1900,1900,2005,2005,68775,68775,madrona,"1121 33rd Ave.
Seattle, WA 98122",98122,1121 33RD AVE,894777,033,King,033-7152200350,RANDELLS 2ND ADD,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7152200350,1/20/2023 8:00:00 AM,cc142248-33b0-4f72-9cf8-29b90c0be747,43066.088684082,830.62211176278,Madrona Elementary,Madrona,2000,Madrona,Panthers,231
7474900060,1954,1954,1985,1985,31765,31765,viewlands,"10525 3rd Ave NW
Seattle, WA 98177",98177,10505 3RD AVE NW,868684,033,King,033-7474900060,RYEBURGS REPLAT OF DELANO PARK BLKS 5-6-7 & VA*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7474900060,1/20/2023 8:00:00 AM,9f75ef13-34e4-4ec4-bbb3-4b89a20c2c30,281965.328613281,2827.62147897768,Viewlands Elementary,Viewlands,1954,Broadview,Bears,272
7518503620,1930,1930,1980,1980,129916,129916,salmon bay,"1810 NW 65th St.
Seattle, WA 98117",98117,1810 NW 65TH ST,866602,033,King,033-7518503620,SALMON BAY PARK ADD  1 THRU 12 IN BL*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7518503620,1/20/2023 8:00:00 AM,d26765ad-edf9-4e0d-be3f-5a7fb6c92603,122042.901306152,1604.38447195345,Salmon Bay K-8,Salmon Bay,1999,Ballard,Panthers,660
7857000410,1970,1970,1970,1970,37132,37132,dearborn park international,"2820 S Orcas St.
Seattle, WA 98108",98108,2820 S ORCAS ST,839090,033,King,033-7857000410,SOMERVILLE ADD   LESS E 150 FT L*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7857000410,1/20/2023 8:00:00 AM,93179c3f-eb77-4d1f-bf4f-6fdb3cd6ee9e,414312.357543945,4599.77319023024,Dearborn Park International Elementary,Dearborn Park Int'l,1971,Beacon Hill,Dragons,355
7885100255,1967,2000,1996,2000,72294,72294,concord international,"723 S. Concord St.
Seattle, WA 98108",98108,723 S CONCORD ST,836270,033,King,033-7885100255,SOUTH PARK RESERVE REPLAT OF & ALL 21 THRU 4*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7885100255,1/20/2023 8:00:00 AM,55f46dd2-1051-4c96-9f0b-db7a9328c9c5,136028.393066406,2139.57543590643,Concord International Elementary,Concord Int'l,1914,South Park,N/A,304
7950302375,1989,1989,1989,1989,35372,35372,hawthorne,"4100 39th Ave. S
Seattle, WA 98118",98118,4100 39TH AVE S,829566,033,King,033-7950302375,SQUIRES LAKESIDE ADD  1 THRU 16 & 35 *,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7950302375,1/20/2023 8:00:00 AM,8c39f3af-ecaa-4ca5-927a-baad26a557bc,84313.6740722656,1361.34034289571,Hawthorne Elementary,Hawthorne[f],1913,Mount Baker,Phoenix,360
7972603210,1999,1999,2000,2000,51600,51600,highland park,"1012 SW Trenton St.
Seattle, WA 98106",98106,1012 SW TRENTON ST,827160,033,King,033-7972603210,STATE ADD TO SEATTLE # 4  & POR VAC ST AD*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7972603210,1/20/2023 8:00:00 AM,28446038-a13f-4c09-9456-fde04a340f1a,162323.574645996,1783.67802124416,Highland Park Elementary,Highland Park,1919,Delridge,Mustangs,305
7974200250,1954,1953,1965,1965,47779,47779,view ridge,"7047 50th Ave. NE
Seattle, WA 98115",98115,7047 50TH AVE NE,826742,033,King,033-7974200250,STATE LAND COMM PLAT SEC 3-25-4,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7974200250,1/20/2023 8:00:00 AM,04ab843d-1b1e-43b8-ac92-0a819ea402e4,398005.524047852,3149.15363132422,View Ridge Elementary,View Ridge,1948,View Ridge,Otters,305
8024202285,1959,1959,1970,1970,33500,33500,sacajawea,"9501 20th Ave. NE
Seattle, WA 98115",98115,9501 20TH AVE NE,823222,033,King,033-8024202285,STIXRUDS HILLCREST VILLA TRS LOTS 16 THRU 23*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=8024202285,1/20/2023 8:00:00 AM,00647113-fc61-4681-a551-1961ec35e588,163161.889282227,1888.75285296935,Sacajawea Elementary,Sacajawea,1955,Maple Leaf,Eagles,231
8827900180,1926,1926,1985,1985,75072,75072,bryant,"3311 NE 60th St.
Seattle, WA 98115",98115,3311 NE 60TH ST,787411,033,King,033-8827900180,UNIVERSITY VIEW ADD  & VAC ALLEY,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=8827900180,1/20/2023 8:00:00 AM,df3a6350-33e5-402d-b05b-f77d02fd66c1,144146.525390625,1687.36814236945,Bryant Elementary,Bryant,1919,Ravenna,Hawks,487
9270200005,2002,2002,2002,2002,70821,68564,frantz coe,"2424 7th Ave. W
Seattle, WA 98119",98119,2424 7TH AVE W,765863,033,King,033-9270200005,WEST QUEEN ANNE ADD  LOTS 4 THRU 16 *,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9270200005,1/20/2023 8:00:00 AM,646bc15d-a8cb-42be-bb9c-44a5ba066e73,126304.062805176,1516.65996337478,Coe Elementary,Frantz Coe,1905,Queen Anne,Cougars,456
9277200005,1950,1950,1975,1975,80870,80870,lafayette,"2645 California Ave. SW
Seattle, WA 98116",98116,2645 CALIFORNIA AVE SW,764521,033,King,033-9277200005,W S 5-ACRE TRACTS   E 1/2 LESS STS *,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9277200005,1/20/2023 8:00:00 AM,4c44d63e-e5f4-4c3b-a1a2-82bad2585a26,86858.7543945313,1180.27133014662,Lafayette Elementary,Lafayette,1893,North Admiral,Leopards,491
9344400300,1991,1991,1991,1991,62716,62716,thurgood marshall,"2401 S Irving St.
Seattle, WA 98144",98144,2401 S IRVING ST,759469,033,King,033-9344400300,WHEELER'S 3RD ADD   TRACT OF ALL OR*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9344400300,1/20/2023 8:00:00 AM,06cec2ec-c952-4950-ace3-7870631f5447,200701.755554199,2535.08791468323,Thurgood Marshall Elementary,Thurgood Marshall,1909,Atlantic,Bulldog Pups,477
9396700035,1964,1964,1990,1990,49029,45813,fairmount park,"3800 SW Findlay St.
Seattle, WA 98126",98126,3800 SW FINDLAY ST,756191,033,King,033-9396700035,WILBURS ADD   LOTS 7-8-9 BLK *,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9396700035,1/20/2023 8:00:00 AM,fa508a20-e8ed-47cd-bcaf-0619f3577079,135643.432373047,1553.38565534795,Fairmount Park Elementary,Fairmount Park,1955,Fairmount Park,Falcons,442
9528103775,1946,1946,1980,1980,88304,88304,john rogers,"520 NE Ravenna Blvd
Seattle, WA 98115",98115,520 NE RAVENNA BLVD,744542,033,King,033-9528103775,WOODLAWN ADD TO GREEN LAKE ALL OF BLKS 65-*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9528103775,1/20/2023 8:00:00 AM,a63fe32f-78f8-4d33-99a7-275a1e622926,140122.648376465,1525.5287019483,John Rogers Elementary,John Rogers,1956,Meadowbrook,Otters,262
9528103775,1946,1946,1980,1980,88304,88304,montlake,"520 NE Ravenna Blvd
Seattle, WA 98115",98115,520 NE RAVENNA BLVD,744542,033,King,033-9528103775,WOODLAWN ADD TO GREEN LAKE ALL OF BLKS 65-*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9528103775,1/20/2023 8:00:00 AM,a63fe32f-78f8-4d33-99a7-275a1e622926,140122.648376465,1525.5287019483,Montlake Elementary,Montlake,1924,Montlake,Wolves,181
9528104870,1970,1970,1992,1992,47677,47677,green lake,"2400 N 65th St.
Seattle, WA 98103",98103,2400 N 65TH ST,744383,033,King,033-9528104870,WOODLAWN ADD TO GREEN LAKE LOTS 1 THRU 5 B*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9528104870,1/20/2023 8:00:00 AM,01b984ec-5338-4e48-8461-5ca5cf192dd4,145505.051269531,1799.31442403598,Green Lake Elementary,Green Lake,1902,Green Lake,Dragons,339
9550202395,1913,1913,1982,1982,51360,51360,mcdonald international,"144 NE 54th St.
Seattle, WA 98105",98105,120 NE 54TH ST,740991,033,King,033-9550202395,WOODS SOUTH DIV OF GREEN LAKE ADD BLK 36 THRU 38,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=9550202395,1/20/2023 8:00:00 AM,fe980409-b1d0-4470-93aa-3efa3a8f4f20,93940.9822387695,1317.58421447614,McDonald International Elementary,McDonald Int'l,1914,Wallingford,Scotties,456
3319500005,NA,NA,NA,NA,NA,NA,bailey gatzert,"1301 E Yesler Way
Seattle, WA 98122",98122,1301 E YESLER WAY,1085061,033,King,033-3319500005,HILL TRACT ADD LOTS 1 THRU 7 LESS ST ALL IN BLK 1*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=3319500005,1/20/2023 8:00:00 AM,4703f9c3-fcfd-40cd-8051-4dc7bd57662a,83198.7113037109,1713.96269791081,Bailey Gatzert Elementary,Bailey Gatzert,1921,Atlantic,Bears,364
0809003050,NA,NA,NA,NA,NA,NA,queen anne,"2100 4th Ave. N
Seattle, WA 98109",98109,2100 4TH AVE N,1311639,033,King,033-0809003050,BIGELOWS ADD   & VAC ST ADJ,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=0809003050,1/20/2023 8:00:00 AM,a7f2e3ea-0582-4147-b322-85705a7ef033,32230.0896606445,790.595338638039,Queen Anne Elementary,Queen Anne,NA,Queen Anne,Explorers,199
7243500160,NA,NA,NA,NA,NA,NA,rising star,"8311 Beacon Ave. S
Seattle, WA 98118",98118,8311 BEACON AVE S,882390,033,King,033-7243500160,REXFORDS 1ST ADD,SEATTLE,91,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=7243500160,1/20/2023 8:00:00 AM,1b109362-abd2-402f-8f82-67259c320973,34436.5534057617,805.961975119509,Rising Star Elementary,Rising Star,1907,South Beacon Hill,Firebirds,342
6392002220,NA,NA,NA,NA,NA,NA,thornton creek,"7712 40th Ave. NE
Seattle, WA 98115",98115,7725 43RD AVE NE,924357,033,King,033-6392002220,ONEIDA GARDENS ADD REPLAT  BLKS 45 & 46 LO*,SEATTLE,68,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=6392002220,1/20/2023 8:00:00 AM,c25beeac-3dc5-4d64-8f06-dfe73948ea7b,294915.969787598,3256.16685301021,Thornton Creek Elementary,Thornton Creek,1961,Wedgwood,Dragonflies,456
4006000598,NA,NA,NA,NA,NA,NA,wing luke,"3701 S Kenyon St.
Seattle, WA 98118",98118,3701 S KENYON ST,1021128,033,King,033-4006000598,LAKE DELL TR 31 LESS ST & TR 32 LESS E 125 FT LES*,SEATTLE,91,0,0,https://blue.kingcounty.com/Assessor/eRealProperty/Dashboard.aspx?ParcelNbr=4006000598,1/20/2023 8:00:00 AM,eee9519b-bff9-435b-bb58-257029d6ce56,295653.076599121,2336.80960337137,Wing Luke Elementary,Wing Luke,1967,South Beacon Hill,Dragons,321
